477602	Увинський район
477611	Увари
477626	Уварово
477656	Ува
477703	Уторгош
477774	Усвяти
477776	Усвятський район
477789	Усухчай
477795	Устюжна
477796	Устюженський район
477891	Устьянський муніципальний район
477906	Усть-Вимський район
477940	Усть-Цильма
477941	Усть-Цилемський район
477958	Усть-Шоноша
478036	Усть-Луга
478043	Усть-Лабінський район
478044	Усть-Лабінськ
478049	Усть-Куломський район
478050	Усть-Кулом
478053	Усть-Кубінський район
478071	Усть-Катав
478129	Усть-Джегутинський район
478130	Усть-Джегута
478131	Усть-Донецький район
478132	Усть-Донецький
478197	Успенське
478198	Успенський район
478213	Успенська
478269	Усольє
478277	Усольський район
478304	Усманський район
478317	Усмань
478344	Усіша
478345	Усінський міський округ
478528	Уржумський район
478532	Уржум
478538	Урив-Покровка
478543	Урюпінський район
478544	Урюпінськ
478559	Урванський район
478563	Урван
478580	Урус-Мартановський район
478581	Урус-Мартан
478586	Урупський район
478601	Урух
478620	Уршельський
478689	Урмари
478690	Урмарський район
478699	Урман
478711	Уркарах
478718	Урицьке
478720	Урицький район
478751	Уренський район
478757	Урень
478769	Урдома
478781	Уразово
478782	Уразовка
478849	Уралець
478920	Упорна
478948	Унжа
478962	Унцукульський район
478963	Унцукуль
478994	Унинський район
479010	Унецький район
479021	Ундори
479028	Унеча
479055	Умьот
479071	Умба
479105	Ульяновський район
479106	Ульяновський район
479119	Ульяновська область
479123	Ульяновськ
479140	Ульяновка
479170	Ульянково
479198	Улу-Теляк
479201	Улукулево
479411	Ухта
479425	Ухоловський район
479442	Уїнське
479443	Уїнський район
479469	Угранський район
479471	Угра
479474	Угори
479512	Углянець
479523	Угловка
479529	Углицький район
479532	Углич
479537	Углеродовський
479551	Уфимський район
479553	Уфімський
479561	Уфа
479581	Удорський район
479584	Удомельський район
479613	Удмуртія
479619	Удимський
479639	Удєльна
479640	Удєльна
479687	Учкекен
479703	Учали
479706	Учалинський район
479870	Тюльганський район
479871	Тюльган
479933	Тирниауз
480041	Тверська область
480060	Твер
480089	Туймази
480090	Туймазинський район
480119	Тутаєвський район
480122	Тутаєв
480141	Північно-Західний адміністративний округ
480248	Турківський район
480256	Туркменський район
480267	Турки
480272	Турка Перша
480301	Тургенєво
480472	Туманний
480482	Тумак
480484	Тума
480508	Тульська область
480562	Тула
480620	Тукаєвський район
480637	Тукан
480654	Туголіський Бір
480685	Тучково
480704	Тубінський
480713	Туапсинський район
480716	Туапсе
480798	Цуриб
480801	Цунтинський район
480804	Цумадинський район
480849	Цивільський район
480851	Цивільськ
480873	Цимлянський район
480876	Цимлянськ
480881	Цильнинський район
480884	Цильна
480975	Центральний район
480976	Центральний район
481007	Центарой
481028	Цілинський район
481029	Цілинний район
481036	Цілина
481037	Целеєво
481181	Труновське
481182	Труновський район
481250	Трудова
481287	Трудфронт
481324	Трубино
481349	Трубчевський район
481350	Трубчевськ
481439	Тросна
481547	Троїцько-Печорський район
481548	Троїцько-Печорськ
481580	Троїцький
481604	Троїцька
481608	Троїцьк
481611	Троїце-Сельцо
481627	Троїця
481818	Трьохгорка
481881	Тракторозаводський район
481900	Тпіг
481941	Товарково
481955	Тоцьке
481956	Тоцький район
481960	Тотьма
481962	Тотемський район
481964	Тосно
481965	Тосненський район
481984	Торжоцький район
481985	Торжок
482040	Торопецький район
482042	Торопець
482096	Торфʼяний
482117	Торбеєвський район
482121	Торбеєво
482123	Торбеєво
482217	Тоншаєвський район
482229	Тонкинський район
482260	Томіліно
482275	Томаровка
482283	Тольятті
482309	Толстой-Юрт
482390	Толмачово
482432	Толбази
482443	Токсово
482582	Тлюстенхабль
482588	Тляратинський район
482589	Тлярата
482761	Тірлянський
482766	Тиріброво
482808	Тимський район
482865	Тімоново
482964	Тимашевський район
482965	Тимашевськ
482986	Тим
483008	Тихвінський район
483019	Тихвін
483027	Тихорєцький район
483029	Тихорєцьк
483136	Тейковський район
483137	Тейково
483141	Теучезький район
483142	Адигейськ
483145	Тетюський район
483150	Тетюші
483240	Теряєво
483269	Терскол
483272	Терський район
483273	Терський район
483288	Терса
483318	Терновський район
483326	Тернівська
483341	Терновка
483379	Теріберка
483428	Тереньгульський район
483439	Тереклі-Мектеб
483495	Терек
483541	Тербуни
483542	Тербунський район
483600	Тьопло-Огарьовський район
483641	Теньгушевський район
483642	Теньгушево
483650	Темясово
483660	Темрюцький район
483661	Темрюк
483682	Темниковський район
483684	Темников
483688	Тьомкинський район
483692	Теміжбекська
483696	Теміргоївська
483882	Тбіліський район
483883	Тбіліська
483898	Тайці
484004	Татишлинський район
484016	Тацинський район
484017	Тацинська
484034	Татищеве
484048	Татарстан
484122	Татарська Пішля
484127	Татарська Каргала
484163	Татаринці
484219	Ташлинський район
484232	Ташла
484282	Таруський район
484287	Таруса
484288	Тарумовський район
484290	Тарумовка
484313	Тарнозький район
484314	Тарнозький Городок
484334	Таркі
484340	Тарховка|Тархівка
484393	Тарасовський район
484396	Тарасовський
484638	Тамбовська область
484644	Тамбовка
484646	Тамбов
484670	Таманська
484712	Талпаки
484722	Таловський район
484747	Талова
484772	Талицький Чамлик
484825	Талдомський район
484826	Талдом
484837	Талашкіно
484856	Агідель
484907	Таганрог
484912	Таганський
484957	Табасаранський район
484968	Сизранський район
484972	Сизрань
485063	Сюмсинський район
485064	Сюмсі
485121	Сисольський район
485153	Сирське
485162	Сиростан
485231	Силва
485239	Сиктивкар
485241	Сиктивдинський район
485262	Сичовський район
485273	Сичово
485280	Сичовка
485313	Сясьстрой
485348	Сямженський район
485351	Сямжа
485449	Свободний
485516	Свиязьк
485557	Свірстрой
485558	Стара Слобода
485630	Свіблово
485639	Свєтогорськ
485643	Світлий Яр
485660	Свєтлий
485691	Светлоярський район
485698	Світлоград
485699	Свєтлогорськ
485758	Свердловський район
485762	Свердловський район
485763	Свердловський
485785	Свень
485794	Свічинський район
485799	Свіча
485815	Суземський район
485817	Суземка
485819	Суздальский район
485824	Суздаль
485863	Суворовський район
485871	Суворовська
485888	Суворов
485964	Суслонгер
486001	Сушани
486013	Сусанінський район
486015	Сусаніно
486043	Сурське
486044	Сурський район
486048	Сурськ
486070	Суровикінський район
486071	Суровикіно
486073	Суроватиха
486110	Сурхахі
486147	Суразький район
486148	Сураж
486178	Супонєво
486183	Суоярвський район
486186	Суоярві
486197	Сунженський район
486360	Сулейман-Стальський район
486411	Суксунський район
486413	Суксун
486456	Сукко
486546	Суховерково
486548	Суховерхово
486662	Сухиницький район
486665	Сухиничі
486754	Сухарево
486813	Суджанський район
486816	Суджа
486831	Судогодський район
486834	Судогда
486846	Судиславський район
486848	Судиславль
486894	Субханкулово
486955	Ступинський район
486968	Ступіно
486983	Стулово
487095	Струніно
487109	Струго-Красненський район
487110	Струги Красні
487131	Строминь
487147	Строїтель
487159	Стрижі
487227	Стрєльна
487255	Стрілиця
487493	Стерлітамацький район
487495	Стерлітамак
487497	Стерлібашевський район
487498	Стерлібашево
487543	Степне
487592	Степновський район
487629	Степанцево
487837	Ставрово
487838	Ставропольський район
487839	Ставропольський край
487846	Ставрополь
487871	Хатуєй
487912	Старий Ропськ
487928	Старий Оскол
487936	Старий Медведь
487993	Старі Юрковичі
488128	Старі Атаги
488142	Старий Черек
488213	Староюрьївський район
488289	Старе Синдрове
488360	Старе Перепечино
488587	Старовеличковська
488593	Староуткинськ
488606	Старотитарівська
488608	Старотимошкино
488618	Старосубхангулово
488635	Старощербинівська
488637	Старошайговський район
488681	Староруський район
488694	Старополтавський район
488709	Старооскольський район
488713	Старонижестебліївська
488730	Старомишастовська
488740	Старомінський район
488742	Старомінська
488748	Старомайнський район
488758	Старолеушківська
488775	Старокулаткинський район
488777	Старокучергановка
488785	Старокорсунська
488823	Староіліково
488839	Староджереліївська
488848	Стародубський район
488852	Стародуб
488859	Стародеревʼянковська
488864	Старочеркаська
488881	Старобалтачево
488938	Старицький район
488946	Стариця
489024	Стара Ведуга
489043	Стара Торопа
489062	Стара Станиця
489063	Стара Станиця
489067	Стара Слобода
489088	Стара Русса
489102	Стара Полтавка
489135	Стара Майна
489158	Стара Ладога
489162	Стара Купавна
489164	Стара Кулатка
489264	Стара
489271	Старь
489290	Станове
489297	Становлянський район
489446	Середня Ахтуба
489471	Середній Сантимир
489495	Середній Ікорець
489635	Середньоахтубінський район
489686	Спірово
489729	Спас-Заулок
489741	Спаськ-Рязанський
489809	Спаський район
489846	Спас-Талиця
489862	Спас-Клепики
489867	Спас-Деменський район
489868	Спас-Деменськ
489910	Созімський
489997	Кашхатау
489998	Шатой
489999	Хебда
490008	Совєтський район
490015	Радянський район
490017	Совєтський район
490018	Совєтський район
490024	Совєтський район
490025	Південний адміністративний округ
490026	Совєтський район
490027	Совєтський район
490028	Совєтський район
490029	Черецький район
490030	Шатойський район
490031	Шамільський район
490039	Совєтський
490040	Совєтський
490067	Совєтськ
490068	Совєтськ
490069	Совєтськ
490172	Сосновий Бор
490199	Сосновський район
490200	Сосновський район
490210	Сосновоборський район
490211	Сосновоборськ
490213	Сосново
490276	Сосновка
490300	Сосновка
490389	Сосногорськ
490391	Сосногорськ
490437	Сосенський
490466	Сортавала
490552	Сорочинський район
490554	Сорочинськ
490636	Сонковський район
490637	Сонково
490701	Соміно
490737	Солянка
490743	Сольвичегодськ
490747	Солуно-Дмирівське
490750	Сольці
490800	Соловйовка
490844	Солоти
490968	Західний адміністративний округ
490969	Солнцевський район
490976	Солнцево
490995	Солнечногорський район
490996	Солнечногорськ
491017	Соль-Ілецький район
491019	Соль-Ілецьк
491021	Солікамський район
491023	Солікамськ
491024	Солигаличський район
491025	Солигалич
491029	Солгинський
491033	Солецький район
491059	Солдир
491079	Солдатська
491147	Сокольський район
491148	Сокольський район
491280	Сокіл
491281	Сокол
491422	Сочі
491438	Соболіха
491475	Собінський район
491480	Собінка
491538	Снігурі
491660	Смолино
491679	Смоленський район
491684	Смоленська область
491687	Смоленськ
491877	Слободський район
491882	Слобідське
492042	Слобода
492094	Словʼянськ-на-Кубані
492095	Словʼянський район
492111	Славський район
492112	Славск
492158	Слащевська
492162	Сланці
492167	Сланцевський район
492350	Скородне
492351	Скородне
492371	Скопінський район
492376	Скопін
492448	Сходня
492566	Сівинський район
492579	Сіверський
492633	Ситники
492657	Систо-Палкіно
492708	Синявське
492712	Синявино
492765	Синодське
492768	Новосиньково
492852	Синьогорський
492944	Сім
492970	Силікатний
493040	Сігаєво
493160	Сібай
493201	Шуйське
493203	Шуйський район
493231	Шуя
493316	Шушари
493403	Шумяцький район
493405	Шумячі
493461	Шумейка
493463	Шумерля
493464	Шумерлинський район
493547	Шуколово
493702	Михайловськ
493703	Шпаковський район
493720	Шовгеновський район
493721	Хакуринохабль
493795	Шонгуй
493838	Шолоховський район
493970	Шліссельбург
493997	Шкуринська
494249	Широчанка
494275	Ширінгуші
494304	Шипицино
494364	Шимський район
494366	Шимськ
494378	Шиморське
494486	Шильда
494514	Шихазани
494519	Шихани
494737	Шестаково
494846	Шепсі
494883	Шенкурський муніципальний район
494884	Шенкурськ
494899	Шемишейський район
494900	Шемишейка
494919	Шемуршинський район
494920	Шемурша
494993	Шелоховська
494999	Шелковський район
495000	Шелковська
495059	Шекснинський район
495062	Шексна
495111	Шебекінський район
495112	Шебекіно
495206	Щигри
495207	Щигровський район
495252	Щербинівський район
495260	Щербинка
495337	Щолковський район
495344	Щолково
495353	Щелканово
495386	Щокінський район
495394	Щокіно
495412	Щеглово
495467	Шайковка
495516	Шатурський район
495518	Шатура
495531	Щацький район
495532	Шацьк
495559	Шатковський район
495575	Шаталово
495619	Шарʼя
495642	Шарой
495666	Шарлицький район
495670	Шарлик
495686	Шарканський район
495688	Шаркан
495704	Шарʼїнський район
495761	Шаранський район
495765	Шаранзький район
495770	Шаран
495904	Шамари
495907	Шамардан
495915	Шаля
495918	Шалушка
495940	Шалінський район
495957	Шалі
495969	Шалажі
495983	Шалакуша
496012	Шахунья
496015	Шахти
496029	Шаховський район
496035	Шаховська
496097	Шафраново
496156	Шабликінський район
496158	Шабликіно
496159	Шабликіно
496165	Шабельське
496196	Шабалінський район
496204	Шаамі-Юрт
496210	Сгонники
496244	Севський район
496246	Сєвськ
496265	Сєверський район
496267	Сєверська
496275	Сєвероуральськ
496278	Сєвероморськ
496285	Сєверодвінськ
496290	Третій Сєверний
496294	Сєвєрний район
496358	Сєвєрний
496381	Сєверне
496385	Сєверне
496478	Сестрорецьк
496503	Сєща
496505	Сержень-Юрт
496519	Сертолово
496526	Серпуховський район Московської області
496527	Серпухов
496560	Сернурський район
496561	Сернур
496564	Сірноводська
496609	Сергокалинський район
496610	Сергокала
496628	Сергієвський район
496638	Сергієв Посад
496799	Сергацький район
496802	Сергач
496859	Серьодка
496869	Середейський
496879	Срібні Пруди
496894	Срібно-Прудський міський округ
496933	Сердобський район
496934	Сердобськ
496954	Серафимовський
496956	Серафимовицький район
496957	Серафимович
497019	Сінний
497092	Сенгилєєвський район
497094	Сенгілей
497102	Сенеж
497203	Семилуцький район
497206	Семилуки
497211	Семилітка
497216	Семикаракорський район
497218	Семикаракорськ
497311	Міський округ Семеновський
497459	Семено-Александрівка
497500	Семендяєво
497547	Селти
497610	Сєльцо
497611	Селтинський район
497660	Селіжарівський район
497661	Селіжарово
497671	Селівановський район
497751	Селище
497924	Сегежський район
497927	Сегежа
497983	Сеченовський район
497984	Сеченово
497995	Себрово
497999	Себезький район
498001	Себеж
498295	Савинка
498366	Саваслейка
498416	Саткинський район
498418	Сатка
498421	Сатіс
498437	Сасиколи
498441	Сасовський район
498505	Сарпинський район
498525	Саров
498536	Сармановський район
498538	Сармаково
498661	Саратовський район
498671	Саратовська область
498672	Саратовська
498677	Саратов
498681	Сарапульський район
498687	Сарапул
498698	Саранськ
498703	Сарана
498707	Сарактаський район
498708	Саракташ
498765	Сапожковський район
498785	Саперне
498817	Санкт-Петербург
498876	Санчурський район
498877	Санчурське
498943	Самійлівський район
498956	Самійлівка
499040	Самбек
499051	Самашки
499055	Самарське
499068	Самарська область
499099	Самара
499155	Сальський район
499161	Сальськ
499163	Салпарово
499228	Сальма
499290	Салаватський район
499292	Салават
499336	Сакмарський район
499342	Сакмара
499363	Сахарово
499404	Сагопши
499436	Сафоновський район
499453	Сафоново
499528	Садове
499616	Сачковичі
499665	Сабинський район
499706	Ржевський район
499717	Ржев
499778	Ржаниця
499811	Риздвяний
499888	Рильський район
499979	Рибновський район
499980	Рибно-Слободський район
500001	Рибінський район
500004	Рибінськ
500019	Рибацьке
500033	Рибаки
500039	Рибачий
500045	Ряжський район
500047	Ряжськ
500058	Рязанський район
500059	Рязанська область
500060	Рязанська
500096	Рязань
500184	Рябово
500285	Рузький район
500298	Рузаєвський район
500299	Рузаєвка
500303	Руза
500315	Рутульський район
500316	Рутул
500350	Руско-Висоцьке
500502	Рускеала
500525	Русавкино-Романово
500653	Руднянський район
500654	Руднянський район
500667	Рудня
500678	Рудня
500695	Руднічний
500852	Рубіжний
500881	Ртищевський район
500886	Ртищево
500991	Рождественська Хава
500996	Рождествено
501091	Рівне
501123	Рівненський район
501124	Ровенський район
501161	Ростовський район
501165	Ростовська область
501175	Ростов-на-Дону
501183	Ростов Великий
501215	Россош
501216	Розсошанський район
501231	Розсош
501279	Рославльський район
501283	Рославль
501287	Рошні-Чу
501296	Рощино
501320	Рошаль
501345	Ромодановський район
501349	Ромоданово
501392	Романівський район
501405	Романовська
501440	Романовка
501468	Романівка
501579	Рогівська
501616	Роговате
501624	Рогнединський район
501625	Рогнедино
501660	Рогачово
501666	Рогачово
501716	Родниковська
501773	Родіоново-Несвітайський район
501774	Родіоново-Несвітайська
501775	Родіоново-Несвітайське сільське поселення
501847	Рочегда
502010	Ревда
502011	Ревда
502018	Реутов
502032	Ретинське
502078	Решетиха
502082	Репʼєвський район
502124	Ріпне
502145	Рєпіно
502185	Ремонтне
502186	Ремонтненський район
502265	Рєдкино
502400	Разумне
502540	Раєвський
502542	Раєвська
502790	Расказовський район
502793	Расказово
502892	Рамонський район
502895	Рамонь
502965	Раменське
502966	Раменський район
502971	Раменки
502990	Рамасуха
503034	Раківка
503055	Ракитянський район
503067	Ракитне
503111	Рахмановка
503248	Радиця-Криловка
503250	Радищевський район
503254	Радищево
503281	Радченко
503373	Питаловський район
503374	Питалово
503399	Пищузький район
503401	Пищуг
503453	Пичас
503479	Пʼятовський
503499	Пʼятницьке
503548	Пʼятигорський
503550	Пʼятигорськ
503857	Пустошкинський район
503878	Пустошка
503964	Пушкінський район
503965	Пушкінські Гори
503970	Пушкіногорський район
503977	Пушкіно
504003	Пушкін
504042	Пущино
504063	Пуршево
504100	Пурех
504177	Пулково
504236	Пугачовський район
504250	Пугачов
504280	Пудем
504294	Пучеж
504317	Псиж
504327	Псигансу
504335	Псковський район
504338	Псковська область
504341	Псков
504371	Пшехська
504391	Псебай
504400	Пржевальське
504407	Пряжинський район
504414	Прямухіне
504416	Прямицино
504576	Протвіно
504717	Пронськ
504755	Промисловий район
504787	Пролетарський район
504789	Пролетарський район
504798	Пролетарський
504806	Пролетарський
504831	Пролетарськ
504840	Пролетарій
504875	Кіпєнь
504908	Прохоровський район
504915	Прохоровка
504935	Прохладний
504938	Прохладненський район
504994	Прочноокопська
505014	Приютово
505020	Приютненський район
505051	Приволзький район
505057	Приволзьке
505060	Приволзьк
505112	Приводіно
505150	Пристенський район
505154	Пристень
505216	Приречний
505230	Приозерськ
505231	Кетченеровський район
505256	Приморка
505257	Урзуф	Приморське-2
505258	Приморсько-Ахтарський район
505259	Приморсько-Ахтарськ
505261	Приморський район
505262	Приморський район
505269	Приморськ
505270	Приморськ
505271	Приморськ
505279	Прималкінське
505282	Прилузький район
505340	Прикубанський район
505371	Пригородний район
505376	Пригородний
505386	Пригородне
505395	Пригородка
505447	Прибитково
505539	Преградна
505554	Передгірний район
505581	Правокумське
505586	Правобережний район
505596	Правдинський район
505597	Правдинське
505599	Правдинськ
505795	Пояконда
505805	Поворинський район
505806	Поворино
505820	Повенець
506029	Пошехоння
506030	Пошехонський район
506043	Котловка
506205	Порозово
506242	Порошкіно
506266	Порог
506274	Порховський район
