t,channel,post_id,type,value,modifier,tags,lat,lon,text,source
2026-07-02T12:50:35+00:00,kpszsu,67127,область,Донецька,,КАБ,48.0159,37.8029,КАБи на Донеччину!,https://t.me/kpszsu/67127
2026-07-02T12:53:17+00:00,kpszsu,67128,область,Харківська,схід,БпЛА|КАБ,49.9935,36.2304,КАБи на північний схід Харківщини!,https://t.me/kpszsu/67128
2026-07-02T13:17:34+00:00,kpszsu,67134,область,Запорізька,,КАБ,47.8388,35.1396,КАБи на Запорізьку область!,https://t.me/kpszsu/67134
2026-07-02T13:37:12+00:00,kpszsu,67138,область,Донецька,,БпЛА|КАБ,48.0159,37.8029,КАБи на Донеччину!,https://t.me/kpszsu/67138
2026-07-02T13:38:48+00:00,kpszsu,67139,область,Дніпропетровська,,КАБ,48.4647,35.0462,КАБи на Дніпропетровщину!,https://t.me/kpszsu/67139
2026-07-02T18:23:22+00:00,kpszsu,67147,область,Сумська,,КАБ,50.9077,34.7981,КАБи на Сумщину та Донеччину!,https://t.me/kpszsu/67147
2026-07-02T18:23:22+00:00,kpszsu,67147,область,Донецька,,КАБ,48.0159,37.8029,КАБи на Сумщину та Донеччину!,https://t.me/kpszsu/67147
2026-07-02T19:32:08+00:00,kpszsu,67153,область,Запорізька,,КАБ,47.8388,35.1396,КАБи на Запоріжжя!,https://t.me/kpszsu/67153
2026-07-03T00:25:46+00:00,kpszsu,67161,область,Донецька,,КАБ,48.0159,37.8029,КАБи на Донеччину!,https://t.me/kpszsu/67161
2026-07-03T00:54:43+00:00,kpszsu,67163,область,Харківська,північ,КАБ,49.9935,36.2304,КАБи на північ Харківщини!,https://t.me/kpszsu/67163
2026-07-03T01:10:06+00:00,kpszsu,67164,область,Дніпропетровська,,КАБ,48.4647,35.0462,КАБи на Дніпропетровщину!,https://t.me/kpszsu/67164
2026-07-03T01:11:47+00:00,kpszsu,67165,область,Харківська,північ,КАБ,49.9935,36.2304,КАБи на північ Харківщини!,https://t.me/kpszsu/67165
2026-07-03T01:12:48+00:00,kpszsu,67166,область,Донецька,,КАБ,48.0159,37.8029,КАБи на Донеччину!,https://t.me/kpszsu/67166
2026-07-03T01:53:44+00:00,kpszsu,67167,область,Дніпропетровська,,КАБ,48.4647,35.0462,КАБи на Дніпропетровщину та Запорізьку область!,https://t.me/kpszsu/67167
2026-07-03T01:53:44+00:00,kpszsu,67167,область,Запорізька,,КАБ,47.8388,35.1396,КАБи на Дніпропетровщину та Запорізьку область!,https://t.me/kpszsu/67167
2026-07-03T01:58:55+00:00,kpszsu,67168,область,Запорізька,,КАБ,47.8388,35.1396,КАБ на місто Запоріжжя!,https://t.me/kpszsu/67168
2026-07-03T02:40:37+00:00,kpszsu,67173,область,Дніпропетровська,,КАБ,48.4647,35.0462,КАБи на Дніпропетровщину!,https://t.me/kpszsu/67173
2026-07-03T06:36:12+00:00,kpszsu,67191,область,Сумська,,КАБ,50.9077,34.7981,Пуски КАБ на Сумщину!,https://t.me/kpszsu/67191
2026-07-03T06:40:32+00:00,kpszsu,67192,область,Донецька,,КАБ,48.0159,37.8029,Пуски КАБ на Донеччину!,https://t.me/kpszsu/67192
2026-07-03T06:59:16+00:00,kpszsu,67194,область,Харківська,північ,КАБ,49.9935,36.2304,Пуски КАБ на північ Харківщини.,https://t.me/kpszsu/67194
2026-07-03T07:49:03+00:00,kpszsu,67199,область,Харківська,схід,КАБ,49.9935,36.2304,КАБи ➡️ на Харківщину зі сходу.,https://t.me/kpszsu/67199
2026-07-03T08:05:57+00:00,kpszsu,67203,область,Дніпропетровська,схід,КАБ,48.4647,35.0462,КАБи ➡️ на схід Дніпропетровщини!,https://t.me/kpszsu/67203
2026-07-03T08:12:35+00:00,kpszsu,67204,область,Запорізька,,КАБ,47.8388,35.1396,КАБи ➡️ на Запорізьку область!,https://t.me/kpszsu/67204
2026-07-03T08:59:31+00:00,kpszsu,67208,область,Дніпропетровська,схід,КАБ,48.4647,35.0462,КАБи ➡️ на схід Дніпропетровщини!,https://t.me/kpszsu/67208
2026-07-03T12:38:49+00:00,kpszsu,67225,область,Сумська,,КАБ,50.9077,34.7981,КАБи на Сумщині.,https://t.me/kpszsu/67225
2026-07-03T12:40:24+00:00,kpszsu,67226,область,Харківська,,КАБ,49.9935,36.2304,КАБи на Харківщині.,https://t.me/kpszsu/67226
2026-07-03T13:12:25+00:00,kpszsu,67229,область,Херсонська,,КАБ,46.6354,32.6169,КАБи ➡️ на Херсонщину (вектор - Херсон)!,https://t.me/kpszsu/67229
2026-07-03T13:16:36+00:00,kpszsu,67230,область,Сумська,південь,КАБ,50.9077,34.7981,КАБи ➡️ на південь Сумщини!,https://t.me/kpszsu/67230
2026-07-03T13:23:28+00:00,kpszsu,67231,область,Харківська,схід,КАБ,49.9935,36.2304,КАБи на Харківщину зі сходу!,https://t.me/kpszsu/67231
2026-07-03T13:33:56+00:00,kpszsu,67233,область,Запорізька,,КАБ,47.8388,35.1396,КАБи ➡️ на Запорізьку область (вектор - н.п.Кушугум)!,https://t.me/kpszsu/67233
2026-07-03T13:35:44+00:00,kpszsu,67234,область,Харківська,схід,КАБ,49.9935,36.2304,КАБи ➡️ на північний схід Харківщини!,https://t.me/kpszsu/67234
2026-07-03T13:36:57+00:00,kpszsu,67235,область,Запорізька,,КАБ,47.8388,35.1396,КАБи ➡️ на Запорізьку область (вектор - н.п.Кушугум)!,https://t.me/kpszsu/67235
2026-07-03T13:50:41+00:00,kpszsu,67237,область,Донецька,,КАБ,48.0159,37.8029,КАБи ➡️ на Донеччину!,https://t.me/kpszsu/67237
2026-07-03T13:58:40+00:00,kpszsu,67239,область,Дніпропетровська,схід,КАБ,48.4647,35.0462,КАБи ➡️ на схід Дніпропетровщини!,https://t.me/kpszsu/67239
2026-07-03T14:10:39+00:00,kpszsu,67240,область,Запорізька,,КАБ,47.8388,35.1396,КАБи ➡️ на Запорізьку область!,https://t.me/kpszsu/67240
2026-07-03T15:15:42+00:00,kpszsu,67249,область,Харківська,схід,КАБ,49.9935,36.2304,КАБи ➡️ на Харківщину зі сходу.,https://t.me/kpszsu/67249
2026-07-03T18:28:09+00:00,kpszsu,67267,область,Донецька,,КАБ,48.0159,37.8029,КАБи на Донеччину.,https://t.me/kpszsu/67267
2026-07-03T18:33:59+00:00,kpszsu,67269,область,Сумська,,КАБ,50.9077,34.7981,КАБи на Сумщині.,https://t.me/kpszsu/67269
2026-07-03T18:58:19+00:00,kpszsu,67270,область,Запорізька,,КАБ,47.8388,35.1396,КАБи на Запоріжжі.,https://t.me/kpszsu/67270
2026-07-03T19:36:13+00:00,kpszsu,67272,область,Харківська,,КАБ,49.9935,36.2304,КАБи на Харківщині.,https://t.me/kpszsu/67272
2026-07-03T19:55:46+00:00,kpszsu,67274,область,Дніпропетровська,,КАБ,48.4647,35.0462,КАБи на Дніпропетровщині.,https://t.me/kpszsu/67274
2026-07-03T23:52:24+00:00,kpszsu,67280,область,Харківська,,КАБ,49.9935,36.2304,КАБи на Харківщині.,https://t.me/kpszsu/67280
2026-07-04T00:31:40+00:00,kpszsu,67287,область,Донецька,,КАБ,48.0159,37.8029,КАБи ➡️ на Донеччину!,https://t.me/kpszsu/67287
2026-07-04T01:01:11+00:00,kpszsu,67291,область,Харківська,схід,КАБ,49.9935,36.2304,КАБи ➡️ на Харківщину зі сходу.,https://t.me/kpszsu/67291
2026-07-04T01:26:19+00:00,kpszsu,67292,область,Запорізька,,КАБ,47.8388,35.1396,КАБи ➡️ на Запорізьку та Донецьку області!,https://t.me/kpszsu/67292
2026-07-04T01:26:19+00:00,kpszsu,67292,область,Донецька,,КАБ,48.0159,37.8029,КАБи ➡️ на Запорізьку та Донецьку області!,https://t.me/kpszsu/67292
2026-07-04T02:07:05+00:00,kpszsu,67294,область,Дніпропетровська,схід,КАБ,48.4647,35.0462,КАБи ➡️ на схід Дніпропетровщини!,https://t.me/kpszsu/67294
2026-07-04T03:04:19+00:00,kpszsu,67299,область,Запорізька,,КАБ,47.8388,35.1396,КАБи ➡️ на Запорізьку область!,https://t.me/kpszsu/67299
2026-07-04T06:07:33+00:00,kpszsu,67307,область,Сумська,північ,КАБ,50.9077,34.7981,КАБи на північ Сумщини.,https://t.me/kpszsu/67307
2026-07-04T06:26:10+00:00,kpszsu,67309,область,Сумська,,КАБ,50.9077,34.7981,КАБи на Сумщину.,https://t.me/kpszsu/67309
2026-07-04T06:33:16+00:00,kpszsu,67310,область,Донецька,,КАБ,48.0159,37.8029,Пуски КАБ на Донеччину!,https://t.me/kpszsu/67310
2026-07-04T06:35:24+00:00,kpszsu,67311,область,Харківська,північ,КАБ,49.9935,36.2304,Пуски КАБ на північ Харківщини.,https://t.me/kpszsu/67311
2026-07-04T08:10:05+00:00,kpszsu,67316,область,Донецька,,КАБ,48.0159,37.8029,Пуски КАБ на Донеччині та півдні Харківщини.,https://t.me/kpszsu/67316
2026-07-04T08:10:05+00:00,kpszsu,67316,область,Харківська,південь,КАБ,49.9935,36.2304,Пуски КАБ на Донеччині та півдні Харківщини.,https://t.me/kpszsu/67316
2026-07-04T13:11:52+00:00,kpszsu,67322,область,Запорізька,,КАБ,47.8388,35.1396,Пуски КАБ на м. Запоріжжя.,https://t.me/kpszsu/67322
2026-07-04T14:00:09+00:00,kpszsu,67325,область,Запорізька,,КАБ,47.8388,35.1396,Пуски КАБ на Запоріжжі.,https://t.me/kpszsu/67325
2026-07-04T17:55:20+00:00,kpszsu,67335,область,Харківська,північ,КАБ,49.9935,36.2304,Пуски КАБ на північ Харківщини.,https://t.me/kpszsu/67335
2026-07-04T19:05:55+00:00,kpszsu,67336,область,Запорізька,,КАБ,47.8388,35.1396,Пуски КАБ на м. Запоріжжя.,https://t.me/kpszsu/67336
2026-07-04T19:12:08+00:00,kpszsu,67337,область,Запорізька,,КАБ,47.8388,35.1396,Повторні пуски КАБ на м. Запоріжжя.,https://t.me/kpszsu/67337
2026-07-05T00:12:18+00:00,kpszsu,67349,область,Сумська,північ,КАБ,50.9077,34.7981,Пуски КАБ на північ Сумщини.,https://t.me/kpszsu/67349
2026-07-05T00:56:36+00:00,kpszsu,67352,область,Харківська,,КАБ,49.9935,36.2304,Пуски КАБ на Харківщину.,https://t.me/kpszsu/67352
2026-07-05T01:59:15+00:00,kpszsu,67355,область,Запорізька,,КАБ,47.8388,35.1396,КАБи на Запоріжжі.,https://t.me/kpszsu/67355
2026-07-05T03:10:36+00:00,kpszsu,67358,область,Запорізька,,КАБ,47.8388,35.1396,КАБи на Запоріжжі та Донеччині.,https://t.me/kpszsu/67358
2026-07-05T03:10:36+00:00,kpszsu,67358,область,Донецька,,КАБ,48.0159,37.8029,КАБи на Запоріжжі та Донеччині.,https://t.me/kpszsu/67358
2026-07-05T05:57:41+00:00,kpszsu,67369,область,Сумська,,КАБ,50.9077,34.7981,КАБи на Сумщину.,https://t.me/kpszsu/67369
2026-07-05T06:39:58+00:00,kpszsu,67370,область,Харківська,північ,КАБ,49.9935,36.2304,КАБи на північ Харківщини.,https://t.me/kpszsu/67370
2026-07-05T08:23:13+00:00,kpszsu,67383,область,Дніпропетровська,,КАБ,48.4647,35.0462,"КАБи на Дніпропетровщину, Харківщину, Донеччину.",https://t.me/kpszsu/67383
2026-07-05T08:23:13+00:00,kpszsu,67383,область,Харківська,,КАБ,49.9935,36.2304,"КАБи на Дніпропетровщину, Харківщину, Донеччину.",https://t.me/kpszsu/67383
2026-07-05T08:23:13+00:00,kpszsu,67383,область,Донецька,,КАБ,48.0159,37.8029,"КАБи на Дніпропетровщину, Харківщину, Донеччину.",https://t.me/kpszsu/67383
2026-07-05T10:41:02+00:00,kpszsu,67396,область,Харківська,північ,КАБ,49.9935,36.2304,КАБи на північ Харківщини.,https://t.me/kpszsu/67396
2026-07-05T13:33:09+00:00,kpszsu,67405,область,Дніпропетровська,,КАБ,48.4647,35.0462,КАБи на Дніпропетровщину.,https://t.me/kpszsu/67405
2026-07-05T13:45:49+00:00,kpszsu,67407,область,Запорізька,,КАБ,47.8388,35.1396,КАБи на Запорізьку область.,https://t.me/kpszsu/67407
2026-07-05T14:07:42+00:00,kpszsu,67413,область,Запорізька,південь,КАБ,47.8388,35.1396,КАБ у напрямку м. Запоріжжя з півдня.,https://t.me/kpszsu/67413
2026-07-05T14:15:19+00:00,kpszsu,67416,область,Запорізька,південь,КАБ,47.8388,35.1396,КАБ у напрямку м. Запоріжжя з півдня.,https://t.me/kpszsu/67416
2026-07-05T18:50:15+00:00,kpszsu,67432,область,Дніпропетровська,,КАБ,48.4647,35.0462,КАБи на Дніпропетровщину.,https://t.me/kpszsu/67432
2026-07-06T00:39:56+00:00,kpszsu,67480,область,Сумська,,КАБ,50.9077,34.7981,КАБи на Сумщину та Донеччину.,https://t.me/kpszsu/67480
2026-07-06T00:39:56+00:00,kpszsu,67480,область,Донецька,,КАБ,48.0159,37.8029,КАБи на Сумщину та Донеччину.,https://t.me/kpszsu/67480
2026-07-06T01:53:38+00:00,kpszsu,67488,область,Запорізька,,КАБ,47.8388,35.1396,Пуски КАБ на Запоріжжі.,https://t.me/kpszsu/67488
2026-07-06T06:16:45+00:00,kpszsu,67508,область,Харківська,,КАБ,49.9935,36.2304,КАБи на Харківщину.,https://t.me/kpszsu/67508
2026-07-06T07:40:08+00:00,kpszsu,67516,область,Херсонська,,КАБ,46.6354,32.6169,КАБи на Херсонщину!,https://t.me/kpszsu/67516
2026-07-06T07:54:00+00:00,kpszsu,67518,область,Донецька,,КАБ,48.0159,37.8029,КАБи на Донеччину!,https://t.me/kpszsu/67518
2026-07-06T08:09:37+00:00,kpszsu,67520,область,Херсонська,,КАБ,46.6354,32.6169,КАБи на Херсонщину та Запорізьку область!,https://t.me/kpszsu/67520
2026-07-06T08:09:37+00:00,kpszsu,67520,область,Запорізька,,КАБ,47.8388,35.1396,КАБи на Херсонщину та Запорізьку область!,https://t.me/kpszsu/67520
2026-07-06T08:32:06+00:00,kpszsu,67522,область,Дніпропетровська,,КАБ,48.4647,35.0462,КАБи на Дніпропетровщину!,https://t.me/kpszsu/67522
2026-07-06T09:28:19+00:00,kpszsu,67526,область,Запорізька,,КАБ,47.8388,35.1396,КАБи на Запорізьку область!,https://t.me/kpszsu/67526
2026-07-06T11:57:23+00:00,kpszsu,67534,область,Харківська,схід,КАБ,49.9935,36.2304,КАБи на північний схід Харківщини!,https://t.me/kpszsu/67534
2026-07-06T12:24:56+00:00,kpszsu,67537,область,Донецька,,КАБ,48.0159,37.8029,КАБи на Донеччину!,https://t.me/kpszsu/67537
2026-07-06T12:57:56+00:00,kpszsu,67545,область,Харківська,схід,КАБ,49.9935,36.2304,КАБи на північ та схід Харківщини!,https://t.me/kpszsu/67545
2026-07-06T13:17:03+00:00,kpszsu,67547,область,Херсонська,,КАБ,46.6354,32.6169,КАБи на Херсонщину!,https://t.me/kpszsu/67547
2026-07-06T13:18:07+00:00,kpszsu,67548,область,Донецька,,КАБ,48.0159,37.8029,КАБи на Донеччину!,https://t.me/kpszsu/67548
2026-07-06T13:43:43+00:00,kpszsu,67551,область,Дніпропетровська,,КАБ,48.4647,35.0462,КАБи на Дніпропетровщину!,https://t.me/kpszsu/67551
2026-07-06T14:05:28+00:00,kpszsu,67553,область,Запорізька,,КАБ,47.8388,35.1396,КАБи на Запорізьку область!,https://t.me/kpszsu/67553
2026-07-06T17:48:48+00:00,kpszsu,67570,область,Сумська,,БпЛА|КАБ,50.9077,34.7981,Пуск КАБ на Сумщину та реактивні БпЛА на північ Сумської області.,https://t.me/kpszsu/67570
2026-07-06T17:48:48+00:00,kpszsu,67570,область,Сумська,північ,БпЛА|КАБ,50.9077,34.7981,Пуск КАБ на Сумщину та реактивні БпЛА на північ Сумської області.,https://t.me/kpszsu/67570
2026-07-06T18:24:18+00:00,kpszsu,67573,область,Харківська,північ,КАБ,49.9935,36.2304,Пуск КАБ на північ Харківщини.,https://t.me/kpszsu/67573
2026-07-06T18:27:17+00:00,kpszsu,67574,область,Донецька,,КАБ,48.0159,37.8029,Пуск КАБ на Донеччині.,https://t.me/kpszsu/67574
2026-07-06T18:47:53+00:00,kpszsu,67577,область,Запорізька,,КАБ,47.8388,35.1396,Пуск КАБ на Запорізьку область.,https://t.me/kpszsu/67577
2026-07-06T18:57:51+00:00,kpszsu,67578,область,Запорізька,,КАБ,47.8388,35.1396,Пуск КАБ на Запорізьку область.,https://t.me/kpszsu/67578
2026-07-06T19:35:47+00:00,kpszsu,67580,область,Донецька,,КАБ,48.0159,37.8029,Пуск КАБ на Донеччину.,https://t.me/kpszsu/67580
2026-07-06T20:21:52+00:00,kpszsu,67592,область,Дніпропетровська,схід,КАБ,48.4647,35.0462,Пуск КАБ на південно-східний напрямок Дніпропетровщини.,https://t.me/kpszsu/67592
2026-07-07T00:25:47+00:00,kpszsu,67611,область,Сумська,північ,КАБ,50.9077,34.7981,КАБи на півночі Сумщини.,https://t.me/kpszsu/67611
2026-07-07T00:40:59+00:00,kpszsu,67613,область,Донецька,,КАБ,48.0159,37.8029,КАБи на Донеччині,https://t.me/kpszsu/67613
2026-07-07T00:49:30+00:00,kpszsu,67614,область,Харківська,північ,КАБ,49.9935,36.2304,КАБи на півночі Харківщини,https://t.me/kpszsu/67614
2026-07-07T01:40:07+00:00,kpszsu,67615,область,Запорізька,,КАБ,47.8388,35.1396,КАБи на Запоріжжі,https://t.me/kpszsu/67615
2026-07-07T02:02:36+00:00,kpszsu,67618,область,Дніпропетровська,,КАБ,48.4647,35.0462,КАБи на Дніпропетровщині,https://t.me/kpszsu/67618
2026-07-07T04:58:37+00:00,kpszsu,67628,область,Запорізька,,КАБ,47.8388,35.1396,КАБи на Запоріжжі,https://t.me/kpszsu/67628
2026-07-07T06:25:07+00:00,kpszsu,67637,область,Дніпропетровська,схід,КАБ,48.4647,35.0462,КАБ курсом на схід Дніпропетровщини з Донеччини.,https://t.me/kpszsu/67637
2026-07-07T06:43:33+00:00,kpszsu,67640,область,Харківська,,КАБ,49.9935,36.2304,КАБи на межі Харківщини та Сумщини.,https://t.me/kpszsu/67640
2026-07-07T06:43:33+00:00,kpszsu,67640,область,Сумська,,КАБ,50.9077,34.7981,КАБи на межі Харківщини та Сумщини.,https://t.me/kpszsu/67640
2026-07-07T06:58:52+00:00,kpszsu,67643,область,Харківська,північ,КАБ,49.9935,36.2304,КАБи на північ Харківщини.,https://t.me/kpszsu/67643
2026-07-07T07:17:01+00:00,kpszsu,67645,область,Донецька,,КАБ,48.0159,37.8029,Пуск КАБ на Донеччину.,https://t.me/kpszsu/67645
2026-07-07T11:26:05+00:00,kpszsu,67650,область,Харківська,північ,КАБ,49.9935,36.2304,КАБи на північ Харківщини.,https://t.me/kpszsu/67650
2026-07-07T12:27:59+00:00,kpszsu,67654,область,Харківська,,КАБ,49.9935,36.2304,КАБи на Харківщину.,https://t.me/kpszsu/67654
2026-07-07T12:38:45+00:00,kpszsu,67655,область,Донецька,,КАБ,48.0159,37.8029,КАБи на Донеччину.,https://t.me/kpszsu/67655
2026-07-07T13:18:36+00:00,kpszsu,67657,область,Запорізька,,КАБ,47.8388,35.1396,КАБи на Запоріжжі.,https://t.me/kpszsu/67657
2026-07-07T18:12:43+00:00,kpszsu,67668,область,Харківська,північ,КАБ,49.9935,36.2304,КАБи на північ Харківщини.,https://t.me/kpszsu/67668
2026-07-07T18:19:13+00:00,kpszsu,67669,область,Донецька,,КАБ,48.0159,37.8029,КАБи на Донеччину.,https://t.me/kpszsu/67669
2026-07-07T19:02:10+00:00,kpszsu,67670,область,Херсонська,,КАБ,46.6354,32.6169,КАБи ➡️ на Херсонщину.,https://t.me/kpszsu/67670
2026-07-07T19:42:11+00:00,kpszsu,67671,область,Запорізька,,КАБ,47.8388,35.1396,КАБи на Запоріжжі.,https://t.me/kpszsu/67671
2026-07-07T20:23:00+00:00,kpszsu,67672,область,Дніпропетровська,,КАБ,48.4647,35.0462,КАБи на Дніпропетровщину.,https://t.me/kpszsu/67672
2026-07-07T21:08:17+00:00,kpszsu,67676,область,Запорізька,,КАБ,47.8388,35.1396,КАБи на Запоріжжі.,https://t.me/kpszsu/67676
2026-07-08T00:26:58+00:00,kpszsu,67689,область,Харківська,,КАБ,49.9935,36.2304,Пуски КАБ на Харківщину та Донеччину,https://t.me/kpszsu/67689
2026-07-08T00:26:58+00:00,kpszsu,67689,область,Донецька,,КАБ,48.0159,37.8029,Пуски КАБ на Харківщину та Донеччину,https://t.me/kpszsu/67689
2026-07-08T01:13:26+00:00,kpszsu,67692,область,Запорізька,,КАБ,47.8388,35.1396,Пуски КАБ на Запоріжжі.,https://t.me/kpszsu/67692
2026-07-08T01:35:23+00:00,kpszsu,67695,область,Донецька,,КАБ,48.0159,37.8029,"Пуски КАБ на Донеччині, курсом на Дніпропетровщину.",https://t.me/kpszsu/67695
2026-07-08T01:35:23+00:00,kpszsu,67695,область,Дніпропетровська,,КАБ,48.4647,35.0462,"Пуски КАБ на Донеччині, курсом на Дніпропетровщину.",https://t.me/kpszsu/67695
2026-07-08T01:40:39+00:00,kpszsu,67696,область,Запорізька,,КАБ,47.8388,35.1396,КАБи на Запоріжжя.,https://t.me/kpszsu/67696
2026-07-08T02:01:32+00:00,kpszsu,67698,область,Запорізька,,КАБ,47.8388,35.1396,КАБи на Запоріжжя.,https://t.me/kpszsu/67698
2026-07-08T03:06:51+00:00,kpszsu,67705,область,Запорізька,,КАБ,47.8388,35.1396,КАБи на Запоріжжі.,https://t.me/kpszsu/67705
2026-07-08T05:48:52+00:00,kpszsu,67710,область,Сумська,,КАБ,50.9077,34.7981,КАБи на Сумщину.,https://t.me/kpszsu/67710
2026-07-08T06:51:55+00:00,kpszsu,67715,область,Харківська,,КАБ,49.9935,36.2304,КАБи на Харківщині,https://t.me/kpszsu/67715
2026-07-08T07:03:38+00:00,kpszsu,67716,область,Донецька,,КАБ,48.0159,37.8029,КАБи ➡️ на Донеччину.,https://t.me/kpszsu/67716
2026-07-08T07:49:16+00:00,kpszsu,67722,область,Дніпропетровська,схід,КАБ,48.4647,35.0462,КАБи ➡️ на схід Дніпропетровщини!,https://t.me/kpszsu/67722
2026-07-08T07:59:28+00:00,kpszsu,67724,область,Донецька,,КАБ,48.0159,37.8029,КАБи ➡️ на Донеччину.,https://t.me/kpszsu/67724
2026-07-08T08:13:52+00:00,kpszsu,67726,область,Запорізька,,КАБ,47.8388,35.1396,КАБи ➡️ на Запорізьку область.,https://t.me/kpszsu/67726
2026-07-08T08:42:31+00:00,kpszsu,67734,область,Запорізька,,КАБ,47.8388,35.1396,КАБи ➡️ на Запорізьку область.,https://t.me/kpszsu/67734
2026-07-08T12:12:04+00:00,kpszsu,67756,область,Сумська,,КАБ,50.9077,34.7981,КАБи на Сумщині,https://t.me/kpszsu/67756
2026-07-08T12:43:47+00:00,kpszsu,67759,область,Донецька,,КАБ,48.0159,37.8029,КАБи на Донеччині.,https://t.me/kpszsu/67759
2026-07-08T14:43:02+00:00,kpszsu,67774,область,Дніпропетровська,схід,КАБ,48.4647,35.0462,КАБи на схід Дніпропетровщини!,https://t.me/kpszsu/67774
2026-07-08T14:55:17+00:00,kpszsu,67776,область,Запорізька,,КАБ,47.8388,35.1396,КАБи ➡️ на Запорізьку область!,https://t.me/kpszsu/67776
2026-07-08T17:54:44+00:00,kpszsu,67793,область,Сумська,,КАБ,50.9077,34.7981,КАБи на Сумщині.,https://t.me/kpszsu/67793
2026-07-08T18:04:47+00:00,kpszsu,67794,область,Донецька,,КАБ,48.0159,37.8029,КАБи на Донеччині,https://t.me/kpszsu/67794
2026-07-08T18:55:34+00:00,kpszsu,67796,область,Запорізька,,КАБ,47.8388,35.1396,КАБи на Запоріжжі,https://t.me/kpszsu/67796
2026-07-09T01:11:52+00:00,kpszsu,67825,область,Донецька,,КАБ,48.0159,37.8029,КАБи ➡️ на Донеччину!,https://t.me/kpszsu/67825
2026-07-09T01:14:43+00:00,kpszsu,67826,область,Харківська,схід,КАБ,49.9935,36.2304,КАБи ➡️ на Харківщину зі сходу!,https://t.me/kpszsu/67826
